Quantify Compound Summary Report 

Printed Mon Jul 24 17:06:51 2023

Compound 1:  Ala

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
93	93	20230717AY_Std4-8	Standard	100.000			10362054.000		MM-I		

Compound 4:  Asn

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5			0.84	7099.260	4562590.000	0.014	bbI		
2	2	20230717AY_Std3-1	Standard	0.000			4756216.500		MM-I		
3	3	20230717AY_Std3-2	Standard	0.100	0.84	51200.719	4806434.000	0.096	bb	0.1	-9.8
4	4	20230717AY_Std3-3	Standard	0.500	0.84	233500.188	4537822.500	0.463	bb	0.6	11.2
5	5	20230717AY_Std3-4	Standard	1.000	0.84	405735.750	4491246.000	0.813	bb	1.0	1.1
6	6	20230717AY_Std3-5	Standard	5.000	0.84	1532867.875	3827842.500	3.604	bb	5.1	2.0
7	7	20230717AY_Std3-6	Standard	10.000	0.84	2890181.750	4038989.000	6.440	bb	10.4	3.8
8	8	20230717AY_Std3-7	Standard	50.000	0.84	10498013.000	3068595.500	30.790	bb	49.7	-0.6
9	9	20230717AY_Std3-8	Standard	100.000			2917253.500		MM-I		
10	10	20230717AY_Water6	Analyte		0.84	19478.924	4883240.000	0.036	bb	0.0	
11	11	20230717AY_Sample2-1	Analyte		0.84	6276795.500	2660803.500	21.231	MM	40.7	
12	12	20230717AY_Sample2-2	Analyte		0.84	6881057.500	2663162.250	23.254	MM	43.0	
13	13	20230717AY_Sample2-3	Analyte		0.84	6395954.000	2616468.000	22.000	bb	41.6	
14	14	20230717AY_Sample2-4	Analyte		0.84	1611.917	4768188.500	0.003	bbI		
15	15	20230717AY_Sample2-5	Analyte		0.84	726.738	4829804.500	0.001	bbI		
16	16	20230717AY_Sample2-6	Analyte		0.84	181.692	4977897.000	0.000	bbI		
17	17	20230717AY_Sample2-7	Analyte		0.84	2536174.500	2587591.750	8.821	bb	16.0	
18	18	20230717AY_Sample2-8	Analyte		0.84	2348747.750	2646429.000	7.988	bb	13.9	
19	19	20230717AY_Sample2-9	Analyte		0.84	2353482.250	2606141.500	8.127	bb	14.2	
20	20	20230717AY_Sample2-10	Analyte		0.83	2840.376	4978239.500	0.005	bbI		
21	21	20230717AY_Sample2-11	Analyte		1.00	722.466	5169722.500	0.001	bbI		
22	22	20230717AY_Sample2-12	Analyte		0.84	361.209	5036714.500	0.001	bbI		
23	23	20230717AY_Sample2-13	Analyte		0.84	1366020.750	2491446.250	4.935	bb	7.4	
24	24	20230717AY_Sample2-14	Analyte		0.84	1377195.625	2443466.750	5.073	bb	7.7	
25	25	20230717AY_Sample2-15	Analyte		0.84	1461575.375	2372801.000	5.544	bb	8.6	
26	26	20230717AY_Sample2-16	Analyte		0.84	672.928	5029066.500	0.001	dbI		
27	27	20230717AY_Sample2-17	Analyte		1.70	252.794	5006938.500	0.000	bbI		
28	28	20230717AY_Sample2-18	Analyte		0.84	1627.664	5325022.500	0.003	bbI		
29	29	20230717AY_Sample2-19	Analyte		0.84	820537.000	2371307.500	3.114	bb	4.3	
30	30	20230717AY_Sample2-20	Analyte		0.84	809078.875	2372576.500	3.069	bb	4.2	
31	31	20230717AY_Sample2-21	Analyte		0.84	812607.188	2311691.750	3.164	bb	4.4	
32	32	20230717AY_Sample2-22	Analyte		0.84	908.077	4846772.000	0.002	bbI		
33	33	20230717AY_Sample2-23	Analyte		0.53	99.170	5244041.500	0.000	bbI		
34	34	20230717AY_Sample2-24	Analyte				5308942.500				
35	35	20230717AY_Water7	Analyte				5177716.000				
36	36	20230717AY_Sample2-25	Analyte		0.84	1870522.250	2906742.000	5.792	bb	9.0	
37	37	20230717AY_Sample2-26	Analyte		0.84	1049805.375	3176362.250	2.975	bb	4.1	
38	38	20230717AY_Sample2-27	Analyte		0.84	3328406.750	2529318.000	11.843	bb	23.9	
39	39	20230717AY_Sample2-28	Analyte		0.84	2229582.750	2736298.750	7.333	bb	12.3	
40	40	20230717AY_Sample2-29	Analyte		0.84	2072927.625	3005685.500	6.207	bb	9.9	
41	41	20230717AY_Sample2-30	Analyte		0.84	2643195.000	2720784.000	8.743	bb	15.8	
42	42	20230717AY_Sample2-31	Analyte		0.84	1937250.000	2590187.750	6.731	bb	11.0	
43	43	20230717AY_Sample2-32	Analyte		0.84	1747300.250	2698270.250	5.828	bb	9.1	
44	44	20230717AY_Sample2-33	Analyte		0.84	2590673.000	2611348.250	8.929	bb	16.2	
45	45	20230717AY_Sample2-34	Analyte		0.84	1971671.375	2651692.000	6.692	bb	10.9	
46	46	20230717AY_Sample2-35	Analyte		0.84	2041712.125	2692510.500	6.825	bb	11.2	
47	47	20230717AY_Sample2-36	Analyte		0.84	2029689.875	2575684.500	7.092	bb	11.8	
48	48	20230717AY_Sample2-37	Analyte		0.84	2695156.500	2494886.250	9.722	bb	18.3	
49	49	20230717AY_Sample2-38	Analyte		0.84	2489717.750	2373728.000	9.440	bb	17.6	
50	50	20230717AY_Sample2-39	Analyte		0.84	2103704.250	2490898.000	7.601	bb	13.0	
51	51	20230717AY_Sample2-40	Analyte		0.84	2450611.500	2242493.750	9.835	bb	18.6	
52	52	20230717AY_Sample2-41	Analyte		0.84	3015647.250	2167213.250	12.523	bb	25.6	
53	53	20230717AY_Sample2-42	Analyte		0.84	2131534.250	2277036.750	8.425	bb	15.0	
54	54	20230717AY_Sample2-43	Analyte		0.84	2132538.500	2185598.000	8.782	bb	15.9	
55	55	20230717AY_Sample2-44	Analyte		0.84	2150788.000	2062187.375	9.387	bb	17.4	
56	56	20230717AY_Sample2-45	Analyte		0.84	2084376.125	2249593.750	8.339	bb	14.7	
57	57	20230717AY_Sample2-46	Analyte		0.84	1420175.250	2429675.250	5.261	bb	8.0	
58	58	20230717AY_Sample2-47	Analyte		0.84	1796769.000	2374827.000	6.809	bb	11.2	
59	59	20230717AY_Sample2-48	Analyte		0.84	2036484.500	2349917.500	7.800	bb	13.4	
60	60	20230717AY_Water8	Analyte				4879180.500				
61	61	20230717AY_Sample2-49	Analyte		0.84	2268269.500	3018032.250	6.764	bb	11.1	
62	62	20230717AY_Sample2-50	Analyte		0.84	3488468.250	2752035.250	11.408	bb	22.8	
63	63	20230717AY_Sample2-51	Analyte		0.84	1660297.000	2969692.000	5.032	bb	7.6	
64	64	20230717AY_Sample2-52	Analyte		0.84	1481709.000	2981259.750	4.473	bb	6.6	
65	65	20230717AY_Sample2-53	Analyte		0.84	1571756.125	2962677.000	4.775	bb	7.1	
66	66	20230717AY_Sample2-54	Analyte		0.84	2599269.500	2905471.750	8.052	bb	14.0	
67	67	20230717AY_Sample2-55	Analyte		0.84	1600274.625	2637926.000	5.460	bb	8.4	
68	68	20230717AY_Sample2-56	Analyte		0.84	2086129.000	2632649.250	7.132	bb	11.9	
69	69	20230717AY_Sample2-57	Analyte		0.84	2007693.250	2562389.750	7.052	bb	11.7	
70	70	20230717AY_Sample2-58	Analyte		0.84	1926113.000	2624347.500	6.605	bb	10.7	
71	71	20230717AY_Sample2-59	Analyte		0.84	1919380.750	2714986.500	6.363	bb	10.2	
72	72	20230717AY_Sample2-60	Analyte		0.84	2466266.750	2663647.000	8.333	bb	14.7	
73	73	20230717AY_Sample2-61	Analyte		0.83	2965898.750	2706458.500	9.863	MM	18.7	
74	74	20230717AY_Sample2-62	Analyte		0.84	2759558.750	2759137.500	9.001	bb	16.4	
75	75	20230717AY_Sample2-63	Analyte		0.84	2814567.750	2789674.750	9.080	bb	16.6	
76	76	20230717AY_Sample2-64	Analyte		0.84	2774614.250	2743383.500	9.102	MM	16.7	
77	77	20230717AY_Sample2-65	Analyte		0.84	2949601.000	2725986.750	9.738	bb	18.4	
78	78	20230717AY_Sample2-66	Analyte		0.84	2937602.750	2705012.000	9.774	bb	18.4	
79	79	20230717AY_Sample2-67	Analyte		0.84	2252846.750	2449012.500	8.279	bb	14.6	
80	80	20230717AY_Sample2-68	Analyte		0.84	1365277.125	2507508.250	4.900	bb	7.3	
81	81	20230717AY_Sample2-69	Analyte		0.84	1610014.125	2677408.750	5.412	bb	8.3	
82	82	20230717AY_Sample2-70	Analyte		0.84	1635528.500	2447991.500	6.013	bb	9.5	
83	83	20230717AY_Sample2-71	Analyte		0.84	1822535.000	2497631.750	6.567	bb	10.6	
84	84	20230717AY_Sample2-72	Analyte		0.84	2322742.250	2442428.750	8.559	bb	15.3	
85	85	20230717AY_Water10	Analyte		0.64	302.930	5484427.500	0.000	bbI		
86	86	20230717AY_Std4-1	Standard	0.000			5236915.500		MM-I		
87	87	20230717AY_Std4-2	Standard	0.100	0.84	62622.242	4589904.000	0.123	bb	0.1	24.0
88	88	20230717AY_Std4-3	Standard	0.500	0.84	242006.766	4884949.500	0.446	bb	0.5	6.8
89	89	20230717AY_Std4-4	Standard	1.000	0.84	420468.188	4677038.500	0.809	bb	1.0	0.6
90	90	20230717AY_Std4-5	Standard	5.000	0.84	1623510.375	4449983.500	3.284	bb	4.6	-8.3
91	91	20230717AY_Std4-6	Standard	10.000	0.84	2804582.250	4081659.250	6.184	MM	9.8	-1.6
92	92	20230717AY_Std4-7	Standard	50.000	0.84	11671116.000	3326895.250	31.573	MM	50.3	0.6
93	93	20230717AY_Std4-8	Standard	100.000			3187197.500		MM-I		

Compound 5:  Asp

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5			0.68	31827.639	4562590.000	0.063	dd	0.0	
2	2	20230717AY_Std3-1	Standard	0.000			4756216.500		MM-I		
3	3	20230717AY_Std3-2	Standard	0.100	0.67	85547.344	4806434.000	0.160	MM	0.1	-27.4
4	4	20230717AY_Std3-3	Standard	0.500	0.67	388327.813	4537822.500	0.770	MM	0.5	2.3
5	5	20230717AY_Std3-4	Standard	1.000	0.67	742123.750	4491246.000	1.487	bd	1.0	3.0
6	6	20230717AY_Std3-5	Standard	5.000	0.68	2973548.500	3827842.500	6.991	bd	5.1	2.6
7	7	20230717AY_Std3-6	Standard	10.000	0.69	5828172.500	4038989.000	12.987	MM	9.8	-1.9
8	8	20230717AY_Std3-7	Standard	50.000	0.71	22193256.000	3068595.500	65.091	MM	51.4	2.8
9	9	20230717AY_Std3-8	Standard	100.000			2917253.500		MM-I		
10	10	20230717AY_Water6	Analyte		0.67	17635.297	4883240.000	0.033	bbI		
11	11	20230717AY_Sample2-1	Analyte		0.71	3335229.000	2660803.500	11.281	MM	8.5	
12	12	20230717AY_Sample2-2	Analyte		0.71	3589799.250	2663162.250	12.132	MM	9.1	
13	13	20230717AY_Sample2-3	Analyte		0.71	3279223.500	2616468.000	11.280	MM	8.5	
14	14	20230717AY_Sample2-4	Analyte		0.67	9137.619	4768188.500	0.017	bdI		
15	15	20230717AY_Sample2-5	Analyte		0.67	12240.120	4829804.500	0.023	bbI		
16	16	20230717AY_Sample2-6	Analyte		0.67	5066.192	4977897.000	0.009	bbI		
17	17	20230717AY_Sample2-7	Analyte		0.71	1506116.750	2587591.750	5.238	MM	3.8	
18	18	20230717AY_Sample2-8	Analyte		0.71	1420589.250	2646429.000	4.831	MM	3.5	
19	19	20230717AY_Sample2-9	Analyte		0.71	1433598.125	2606141.500	4.951	MM	3.6	
20	20	20230717AY_Sample2-10	Analyte		0.67	6680.630	4978239.500	0.012	bbI		
21	21	20230717AY_Sample2-11	Analyte		0.68	8131.595	5169722.500	0.014	bbI		
22	22	20230717AY_Sample2-12	Analyte		0.66	8888.648	5036714.500	0.016	bbI		
23	23	20230717AY_Sample2-13	Analyte		0.71	1134397.625	2491446.250	4.098	MM	2.9	
24	24	20230717AY_Sample2-14	Analyte		0.71	1146094.500	2443466.750	4.221	MM	3.0	
25	25	20230717AY_Sample2-15	Analyte		0.71	1163321.125	2372801.000	4.412	MM	3.2	
26	26	20230717AY_Sample2-16	Analyte		0.67	10778.869	5029066.500	0.019	bbI		
27	27	20230717AY_Sample2-17	Analyte		0.67	7468.875	5006938.500	0.013	bdI		
28	28	20230717AY_Sample2-18	Analyte		0.68	12931.014	5325022.500	0.022	bdI		
29	29	20230717AY_Sample2-19	Analyte		0.71	495142.094	2371307.500	1.879	MM	1.3	
30	30	20230717AY_Sample2-20	Analyte		0.71	491994.063	2372576.500	1.866	MM	1.3	
31	31	20230717AY_Sample2-21	Analyte		0.71	487177.375	2311691.750	1.897	MM	1.3	
32	32	20230717AY_Sample2-22	Analyte		0.68	6154.916	4846772.000	0.011	bbI		
33	33	20230717AY_Sample2-23	Analyte		0.67	8942.949	5244041.500	0.015	bbI		
34	34	20230717AY_Sample2-24	Analyte		0.67	8837.146	5308942.500	0.015	bbI		
35	35	20230717AY_Water7	Analyte		0.68	2926.701	5177716.000	0.005	bbI		
36	36	20230717AY_Sample2-25	Analyte		0.71	2268665.500	2906742.000	7.024	MM	5.2	
37	37	20230717AY_Sample2-26	Analyte		0.68	1042866.688	3176362.250	2.955	MM	2.1	
38	38	20230717AY_Sample2-27	Analyte		0.71	3512784.000	2529318.000	12.499	MM	9.4	
39	39	20230717AY_Sample2-28	Analyte		0.71	2870703.250	2736298.750	9.442	MM	7.0	
40	40	20230717AY_Sample2-29	Analyte		0.70	1902318.500	3005685.500	5.696	MM	4.1	
41	41	20230717AY_Sample2-30	Analyte		0.71	2764784.750	2720784.000	9.146	MM	6.8	
42	42	20230717AY_Sample2-31	Analyte		0.71	1666181.625	2590187.750	5.789	MM	4.2	
43	43	20230717AY_Sample2-32	Analyte		0.71	1297969.250	2698270.250	4.329	MM	3.1	
44	44	20230717AY_Sample2-33	Analyte		0.71	1581062.375	2611348.250	5.449	MM	4.0	
45	45	20230717AY_Sample2-34	Analyte		0.71	1269072.375	2651692.000	4.307	MM	3.1	
46	46	20230717AY_Sample2-35	Analyte		0.71	1483778.875	2692510.500	4.960	MM	3.6	
47	47	20230717AY_Sample2-36	Analyte		0.71	1328824.875	2575684.500	4.643	MM	3.4	
48	48	20230717AY_Sample2-37	Analyte		0.72	1943338.750	2494886.250	7.010	MM	5.1	
49	49	20230717AY_Sample2-38	Analyte		0.71	1685278.875	2373728.000	6.390	MM	4.7	
50	50	20230717AY_Sample2-39	Analyte		0.71	1573156.500	2490898.000	5.684	MM	4.1	
51	51	20230717AY_Sample2-40	Analyte		0.72	1913399.625	2242493.750	7.679	MM	5.7	
52	52	20230717AY_Sample2-41	Analyte		0.72	1646736.500	2167213.250	6.839	MM	5.0	
53	53	20230717AY_Sample2-42	Analyte		0.71	1668121.750	2277036.750	6.593	MM	4.8	
54	54	20230717AY_Sample2-43	Analyte		0.72	1594127.750	2185598.000	6.564	MM	4.8	
55	55	20230717AY_Sample2-44	Analyte		0.72	1513618.125	2062187.375	6.606	MM	4.8	
56	56	20230717AY_Sample2-45	Analyte		0.72	1368171.750	2249593.750	5.474	MM	4.0	
57	57	20230717AY_Sample2-46	Analyte		0.71	957715.813	2429675.250	3.548	MM	2.5	
58	58	20230717AY_Sample2-47	Analyte		0.71	1145144.750	2374827.000	4.340	MM	3.1	
59	59	20230717AY_Sample2-48	Analyte		0.71	1284582.625	2349917.500	4.920	MM	3.6	
60	60	20230717AY_Water8	Analyte		0.67	7434.648	4879180.500	0.014	bbI		
61	61	20230717AY_Sample2-49	Analyte		0.69	1864559.625	3018032.250	5.560	MM	4.0	
62	62	20230717AY_Sample2-50	Analyte		0.71	2906546.250	2752035.250	9.505	MM	7.1	
63	63	20230717AY_Sample2-51	Analyte		0.69	1736953.250	2969692.000	5.264	MM	3.8	
64	64	20230717AY_Sample2-52	Analyte		0.68	1252571.625	2981259.750	3.781	MM	2.7	
65	65	20230717AY_Sample2-53	Analyte		0.70	1982598.125	2962677.000	6.023	MM	4.4	
66	66	20230717AY_Sample2-54	Analyte		0.70	3376985.500	2905471.750	10.461	MM	7.8	
67	67	20230717AY_Sample2-55	Analyte		0.70	1597663.375	2637926.000	5.451	MM	4.0	
68	68	20230717AY_Sample2-56	Analyte		0.70	1686150.375	2632649.250	5.764	MM	4.2	
69	69	20230717AY_Sample2-57	Analyte		0.70	1643444.750	2562389.750	5.772	MM	4.2	
70	70	20230717AY_Sample2-58	Analyte		0.70	1680684.750	2624347.500	5.764	MM	4.2	
71	71	20230717AY_Sample2-59	Analyte		0.70	1676573.250	2714986.500	5.558	MM	4.0	
72	72	20230717AY_Sample2-60	Analyte		0.71	2337167.750	2663647.000	7.897	MM	5.8	
73	73	20230717AY_Sample2-61	Analyte		0.71	4480575.000	2706458.500	14.900	MM	11.3	
74	74	20230717AY_Sample2-62	Analyte		0.71	4425196.000	2759137.500	14.434	MM	11.0	
75	75	20230717AY_Sample2-63	Analyte		0.71	4487832.500	2789674.750	14.479	MM	11.0	
76	76	20230717AY_Sample2-64	Analyte		0.71	4171740.250	2743383.500	13.686	MM	10.4	
77	77	20230717AY_Sample2-65	Analyte		0.71	4868960.000	2725986.750	16.075	MM	12.3	
78	78	20230717AY_Sample2-66	Analyte		0.71	4518236.000	2705012.000	15.033	MM	11.5	
79	79	20230717AY_Sample2-67	Analyte		0.71	2286614.750	2449012.500	8.403	MM	6.2	
80	80	20230717AY_Sample2-68	Analyte		0.70	1458306.875	2507508.250	5.234	MM	3.8	
81	81	20230717AY_Sample2-69	Analyte		0.70	1577772.375	2677408.750	5.304	MM	3.9	
82	82	20230717AY_Sample2-70	Analyte		0.71	1716197.250	2447991.500	6.310	MM	4.6	
83	83	20230717AY_Sample2-71	Analyte		0.71	1994396.375	2497631.750	7.187	MM	5.3	
84	84	20230717AY_Sample2-72	Analyte		0.71	2409675.000	2442428.750	8.879	MM	6.6	
85	85	20230717AY_Water10	Analyte		0.67	9895.971	5484427.500	0.016	bbI		
86	86	20230717AY_Std4-1	Standard	0.000			5236915.500		MM-I		
87	87	20230717AY_Std4-2	Standard	0.100	0.67	112509.898	4589904.000	0.221	MM	0.1	15.9
88	88	20230717AY_Std4-3	Standard	0.500	0.67	417476.688	4884949.500	0.769	bd	0.5	2.1
89	89	20230717AY_Std4-4	Standard	1.000	0.67	765452.375	4677038.500	1.473	bd	1.0	2.0
90	90	20230717AY_Std4-5	Standard	5.000	0.67	3274625.000	4449983.500	6.623	bd	4.8	-3.1
91	91	20230717AY_Std4-6	Standard	10.000	0.67	6110972.000	4081659.250	13.475	MM	10.2	2.0
92	92	20230717AY_Std4-7	Standard	50.000	0.71	22556838.000	3326895.250	61.021	MM	48.6	-2.8
93	93	20230717AY_Std4-8	Standard	100.000			3187197.500		MM-I		

Compound 6:  Asp*

	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	uM	%Dev
1	1	20230717AY_Water5		9.000	0.67	4562590.000		4562590.000	bd	9.8	9.2
2	2	20230717AY_Std3-1	Standard	9.000	0.68	4756216.500		4756216.500	bb	10.2	13.8
3	3	20230717AY_Std3-2	Standard	9.000	0.68	4806434.000		4806434.000	MM	10.3	15.0
4	4	20230717AY_Std3-3	Standard	9.000	0.67	4537822.500		4537822.500	MM	9.8	8.6
5	5	20230717AY_Std3-4	Standard	9.000	0.67	4491246.000		4491246.000	MM	9.7	7.4
6	6	20230717AY_Std3-5	Standard	9.000	0.68	3827842.500		3827842.500	MM	8.2	-8.4
7	7	20230717AY_Std3-6	Standard	9.000	0.68	4038989.000		4038989.000	MM	8.7	-3.4
8	8	20230717AY_Std3-7	Standard	9.000	0.71	3068595.500		3068595.500	MM	6.6	-26.6
9	9	20230717AY_Std3-8	Standard	9.000	0.71	2917253.500		2917253.500	bb	6.3	-30.2
10	10	20230717AY_Water6	Analyte	9.000	0.67	4883240.000		4883240.000	bb	10.5	16.8
11	11	20230717AY_Sample2-1	Analyte	9.000	0.71	2660803.500		2660803.500	MM	5.7	-36.3
12	12	20230717AY_Sample2-2	Analyte	9.000	0.71	2663162.250		2663162.250	MM	5.7	-36.3
13	13	20230717AY_Sample2-3	Analyte	9.000	0.71	2616468.000		2616468.000	MM	5.6	-37.4
14	14	20230717AY_Sample2-4	Analyte	9.000	0.68	4768188.500		4768188.500	bb	10.3	14.1
15	15	20230717AY_Sample2-5	Analyte	9.000	0.67	4829804.500		4829804.500	bb	10.4	15.5
16	16	20230717AY_Sample2-6	Analyte	9.000	0.67	4977897.000		4977897.000	bb	10.7	19.1
17	17	20230717AY_Sample2-7	Analyte	9.000	0.71	2587591.750		2587591.750	MM	5.6	-38.1
18	18	20230717AY_Sample2-8	Analyte	9.000	0.71	2646429.000		2646429.000	MM	5.7	-36.7
19	19	20230717AY_Sample2-9	Analyte	9.000	0.71	2606141.500		2606141.500	MM	5.6	-37.7
20	20	20230717AY_Sample2-10	Analyte	9.000	0.67	4978239.500		4978239.500	bb	10.7	19.1
21	21	20230717AY_Sample2-11	Analyte	9.000	0.67	5169722.500		5169722.500	bd	11.1	23.7
22	22	20230717AY_Sample2-12	Analyte	9.000	0.67	5036714.500		5036714.500	bb	10.8	20.5
23	23	20230717AY_Sample2-13	Analyte	9.000	0.71	2491446.250		2491446.250	MM	5.4	-40.4
24	24	20230717AY_Sample2-14	Analyte	9.000	0.71	2443466.750		2443466.750	MM	5.3	-41.5
25	25	20230717AY_Sample2-15	Analyte	9.000	0.71	2372801.000		2372801.000	MM	5.1	-43.2
26	26	20230717AY_Sample2-16	Analyte	9.000	0.67	5029066.500		5029066.500	bb	10.8	20.3
27	27	20230717AY_Sample2-17	Analyte	9.000	0.68	5006938.500		5006938.500	bb	10.8	19.8
28	28	20230717AY_Sample2-18	Analyte	9.000	0.67	5325022.500		5325022.500	bd	11.5	27.4
29	29	20230717AY_Sample2-19	Analyte	9.000	0.71	2371307.500		2371307.500	MM	5.1	-43.3
30	30	20230717AY_Sample2-20	Analyte	9.000	0.71	2372576.500		2372576.500	MM	5.1	-43.2
31	31	20230717AY_Sample2-21	Analyte	9.000	0.71	2311691.750		2311691.750	MM	5.0	-44.7
32	32	20230717AY_Sample2-22	Analyte	9.000	0.68	4846772.000		4846772.000	bb	10.4	16.0
33	33	20230717AY_Sample2-23	Analyte	9.000	0.68	5244041.500		5244041.500	bd	11.3	25.5
34	34	20230717AY_Sample2-24	Analyte	9.000	0.67	5308942.500		5308942.500	bd	11.4	27.0
35	35	20230717AY_Water7	Analyte	9.000	0.67	5177716.000		5177716.000	bd	11.1	23.9
36	36	20230717AY_Sample2-25	Analyte	9.000	0.71	2906742.000		2906742.000	MM	6.3	-30.5
37	37	20230717AY_Sample2-26	Analyte	9.000	0.69	3176362.250		3176362.250	MM	6.8	-24.0
38	38	20230717AY_Sample2-27	Analyte	9.000	0.71	2529318.000		2529318.000	MM	5.4	-39.5
39	39	20230717AY_Sample2-28	Analyte	9.000	0.71	2736298.750		2736298.750	MM	5.9	-34.5
40	40	20230717AY_Sample2-29	Analyte	9.000	0.70	3005685.500		3005685.500	MM	6.5	-28.1
41	41	20230717AY_Sample2-30	Analyte	9.000	0.71	2720784.000		2720784.000	MM	5.9	-34.9
42	42	20230717AY_Sample2-31	Analyte	9.000	0.71	2590187.750		2590187.750	MM	5.6	-38.0
43	43	20230717AY_Sample2-32	Analyte	9.000	0.71	2698270.250		2698270.250	MM	5.8	-35.4
44	44	20230717AY_Sample2-33	Analyte	9.000	0.71	2611348.250		2611348.250	MM	5.6	-37.5
45	45	20230717AY_Sample2-34	Analyte	9.000	0.71	2651692.000		2651692.000	MM	5.7	-36.6
46	46	20230717AY_Sample2-35	Analyte	9.000	0.71	2692510.500		2692510.500	MM	5.8	-35.6
47	47	20230717AY_Sample2-36	Analyte	9.000	0.71	2575684.500		2575684.500	MM	5.5	-38.4
48	48	20230717AY_Sample2-37	Analyte	9.000	0.72	2494886.250		2494886.250	MM	5.4	-40.3
49	49	20230717AY_Sample2-38	Analyte	9.000	0.71	2373728.000		2373728.000	MM	5.1	-43.2
50	50	20230717AY_Sample2-39	Analyte	9.000	0.71	2490898.000		2490898.000	MM	5.4	-40.4
51	51	20230717AY_Sample2-40	Analyte	9.000	0.72	2242493.750		2242493.750	MM	4.8	-46.4
52	52	20230717AY_Sample2-41	Analyte	9.000	0.72	2167213.250		2167213.250	MM	4.7	-48.2
53	53	20230717AY_Sample2-42	Analyte	9.000	0.71	2277036.750		2277036.750	MM	4.9	-45.5
54	54	20230717AY_Sample2-43	Analyte	9.000	0.72	2185598.000		2185598.000	MM	4.7	-47.7
55	55	20230717AY_Sample2-44	Analyte	9.000	0.72	2062187.375		2062187.375	MM	4.4	-50.7
56	56	20230717AY_Sample2-45	Analyte	9.000	0.72	2249593.750		2249593.750	MM	4.8	-46.2
57	57	20230717AY_Sample2-46	Analyte	9.000	0.71	2429675.250		2429675.250	MM	5.2	-41.9
58	58	20230717AY_Sample2-47	Analyte	9.000	0.71	2374827.000		2374827.000	MM	5.1	-43.2
59	59	20230717AY_Sample2-48	Analyte	9.000	0.71	2349917.500		2349917.500	MM	5.1	-43.8
60	60	20230717AY_Water8	Analyte	9.000	0.67	4879180.500		4879180.500	bd	10.5	16.7
61	61	20230717AY_Sample2-49	Analyte	9.000	0.70	3018032.250		3018032.250	MM	6.5	-27.8
62	62	20230717AY_Sample2-50	Analyte	9.000	0.71	2752035.250		2752035.250	MM	5.9	-34.2
63	63	20230717AY_Sample2-51	Analyte	9.000	0.70	2969692.000		2969692.000	MM	6.4	-29.0
64	64	20230717AY_Sample2-52	Analyte	9.000	0.68	2981259.750		2981259.750	MM	6.4	-28.7
65	65	20230717AY_Sample2-53	Analyte	9.000	0.70	2962677.000		2962677.000	MM	6.4	-29.1
66	66	20230717AY_Sample2-54	Analyte	9.000	0.70	2905471.750		2905471.750	MM	6.3	-30.5
67	67	20230717AY_Sample2-55	Analyte	9.000	0.70	2637926.000		2637926.000	MM	5.7	-36.9
68	68	20230717AY_Sample2-56	Analyte	9.000	0.70	2632649.250		2632649.250	MM	5.7	-37.0
69	69	20230717AY_Sample2-57	Analyte	9.000	0.70	2562389.750		2562389.750	MM	5.5	-38.7
70	70	20230717AY_Sample2-58	Analyte	9.000	0.70	2624347.500		2624347.500	MM	5.7	-37.2
71	71	20230717AY_Sample2-59	Analyte	9.000	0.70	2714986.500		2714986.500	MM	5.8	-35.0
72	72	20230717AY_Sample2-60	Analyte	9.000	0.71	2663647.000		2663647.000	MM	5.7	-36.3
73	73	20230717AY_Sample2-61	Analyte	9.000	0.71	2706458.500		2706458.500	MM	5.8	-35.3
74	74	20230717AY_Sample2-62	Analyte	9.000	0.71	2759137.500		2759137.500	MM	5.9	-34.0
75	75	20230717AY_Sample2-63	Analyte	9.000	0.71	2789674.750		2789674.750	MM	6.0	-33.3
76	76	20230717AY_Sample2-64	Analyte	9.000	0.71	2743383.500		2743383.500	MM	5.9	-34.4
77	77	20230717AY_Sample2-65	Analyte	9.000	0.71	2725986.750		2725986.750	MM	5.9	-34.8
78	78	20230717AY_Sample2-66	Analyte	9.000	0.71	2705012.000		2705012.000	MM	5.8	-35.3
79	79	20230717AY_Sample2-67	Analyte	9.000	0.71	2449012.500		2449012.500	MM	5.3	-41.4
80	80	20230717AY_Sample2-68	Analyte	9.000	0.70	2507508.250		2507508.250	MM	5.4	-40.0
81	81	20230717AY_Sample2-69	Analyte	9.000	0.70	2677408.750		2677408.750	MM	5.8	-35.9
82	82	20230717AY_Sample2-70	Analyte	9.000	0.71	2447991.500		2447991.500	MM	5.3	-41.4
83	83	20230717AY_Sample2-71	Analyte	9.000	0.71	2497631.750		2497631.750	MM	5.4	-40.2
84	84	20230717AY_Sample2-72	Analyte	9.000	0.71	2442428.750		2442428.750	MM	5.3	-41.6
85	85	20230717AY_Water10	Analyte	9.000	0.67	5484427.500		5484427.500	bd	11.8	31.2
